policy,topology,fct_us,cdf
spray_dual_table,Zcube,1132.742,0.0866305443548387
spray_dual_table,Zcube,1132.742,0.08683530745967742
spray_dual_table,Zcube,1132.742,0.08702431955645161
spray_dual_table,Zcube,1132.742,0.08722908266129033
spray_dual_table,Zcube,1132.742,0.08743384576612903
spray_dual_table,Zcube,1132.742,0.08763860887096774
spray_dual_table,Zcube,1132.742,0.08782762096774194
spray_dual_table,Zcube,1132.742,0.08803238407258064
spray_dual_table,Zcube,1132.742,0.08823714717741936
spray_dual_table,Zcube,1132.742,0.08842615927419355
spray_dual_table,Zcube,1132.742,0.08863092237903226
spray_dual_table,Zcube,1132.742,0.08883568548387097
spray_dual_table,Zcube,1132.742,0.08902469758064516
spray_dual_table,Zcube,1132.742,0.08922946068548387
spray_dual_table,Zcube,1132.742,0.08943422379032258
spray_dual_table,Zcube,1132.742,0.0896389868951613
spray_dual_table,Zcube,1132.742,0.08982799899193548
spray_dual_table,Zcube,1132.742,0.09003276209677419
spray_dual_table,Zcube,1132.742,0.0902375252016129
spray_dual_table,Zcube,1132.742,0.0904265372983871
spray_dual_table,Zcube,1132.742,0.09063130040322581
spray_dual_table,Zcube,1132.742,0.09083606350806452
spray_dual_table,Zcube,1132.742,0.0910250756048387
spray_dual_table,Zcube,1132.742,0.09122983870967742
spray_dual_table,Zcube,1132.742,0.09143460181451613
spray_dual_table,Zcube,1132.742,0.09163936491935484
spray_dual_table,Zcube,1132.742,0.09182837701612903
spray_dual_table,Zcube,1132.742,0.09203314012096774
spray_dual_table,Zcube,1132.742,0.09223790322580645
spray_dual_table,Zcube,1132.742,0.09242691532258064
spray_dual_table,Zcube,1132.742,0.09263167842741936
spray_dual_table,Zcube,1132.742,0.09283644153225806
spray_dual_table,Zcube,1132.742,0.09302545362903226
spray_dual_table,Zcube,1132.742,0.09323021673387097
spray_dual_table,Zcube,1132.742,0.09343497983870967
spray_dual_table,Zcube,1132.742,0.09363974294354839
spray_dual_table,Zcube,1132.742,0.09382875504032258
spray_dual_table,Zcube,1132.742,0.0940335181451613
spray_dual_table,Zcube,1132.742,0.09423828125
spray_dual_table,Zcube,1132.742,0.09442729334677419
spray_dual_table,Zcube,1132.742,0.0946320564516129
spray_dual_table,Zcube,1132.742,0.09483681955645161
spray_dual_table,Zcube,1132.742,0.09502583165322581
spray_dual_table,Zcube,1132.742,0.09523059475806452
spray_dual_table,Zcube,1132.742,0.09543535786290322
spray_dual_table,Zcube,1132.742,0.09564012096774194
spray_dual_table,Zcube,1132.742,0.09582913306451613
spray_dual_table,Zcube,1132.742,0.09603389616935484
spray_dual_table,Zcube,1132.742,0.09623865927419355
spray_dual_table,Zcube,1132.742,0.09642767137096774
spray_dual_table,Zcube,1132.742,0.09663243447580645
spray_dual_table,Zcube,1132.742,0.09683719758064516
spray_dual_table,Zcube,1132.742,0.09702620967741936
spray_dual_table,Zcube,1132.742,0.09723097278225806
spray_dual_table,Zcube,1132.742,0.09743573588709678
spray_dual_table,Zcube,1132.742,0.09764049899193548
spray_dual_table,Zcube,1132.742,0.09782951108870967
spray_dual_table,Zcube,1132.742,0.09803427419354839
spray_dual_table,Zcube,1132.742,0.0982390372983871
spray_dual_table,Zcube,1132.742,0.0984280493951613
spray_dual_table,Zcube,1132.742,0.0986328125
spray_dual_table,Zcube,1132.742,0.0988375756048387
spray_dual_table,Zcube,1132.742,0.0990265877016129
spray_dual_table,Zcube,1132.742,0.09923135080645161
spray_dual_table,Zcube,1132.742,0.09943611391129033
spray_dual_table,Zcube,1132.742,0.09964087701612903
spray_dual_table,Zcube,1132.742,0.09982988911290322
spray_dual_table,Zcube,1132.742,0.10003465221774194
spray_dual_table,Zcube,1132.742,0.10023941532258064
spray_dual_table,Zcube,1132.742,0.10042842741935484
spray_dual_table,Zcube,1132.742,0.10063319052419355
spray_dual_table,Zcube,1132.742,0.10083795362903226
spray_dual_table,Zcube,1132.742,0.10102696572580645
spray_dual_table,Zcube,1132.742,0.10123172883064516
spray_dual_table,Zcube,1132.742,0.10143649193548387
spray_dual_table,Zcube,1132.742,0.10164125504032258
spray_dual_table,Zcube,1132.742,0.10183026713709678
spray_dual_table,Zcube,1132.742,0.10203503024193548
spray_dual_table,Zcube,1132.742,0.10223979334677419
spray_dual_table,Zcube,1132.742,0.10242880544354839
spray_dual_table,Zcube,1132.742,0.1026335685483871
spray_dual_table,Zcube,1132.742,0.10283833165322581
